,id,title,revenue,budget,revenue_per_budget,genres,production_companies,yearmonthday,yearmonth,year
285,575813,Better Days,225879065,0,,"Drama, Crime, Romance",China Wit Media,20191025,201910,2019
285,575813,Better Days,225879065,0,,"Drama, Crime, Romance",Tianijn Xiron Entertainment,20191025,201910,2019
285,575813,Better Days,225879065,0,,"Drama, Crime, Romance",We Pictures,20191025,201910,2019
285,575813,Better Days,225879065,0,,"Drama, Crime, Romance",Haojiahuo Pictures,20191025,201910,2019
285,575813,Better Days,225879065,0,,"Drama, Crime, Romance",He Nan Dian Ying Dian Shi Zhi Zuo Ji Tuan,20191025,201910,2019
285,575813,Better Days,225879065,0,,"Drama, Crime, Romance",Fat Kids Production,20191025,201910,2019
285,575813,Better Days,225879065,0,,"Drama, Crime, Romance",Dadi Film Group,20191025,201910,2019
285,575813,Better Days,225879065,0,,"Drama, Crime, Romance",Alibaba Pictures Group,20191025,201910,2019
285,575813,Better Days,225879065,0,,"Drama, Crime, Romance",Lian Ray Pictures,20191025,201910,2019
285,575813,Better Days,225879065,0,,"Drama, Crime, Romance",Henan Film & TV Production Group,20191025,201910,2019
285,575813,Better Days,225879065,0,,"Drama, Crime, Romance",China Film Co-Production Corp.,20191025,201910,2019
286,359724,Ford v Ferrari,225508210,97600000,2.31053493852459,"Drama, Action, History",20th Century Fox,20191113,201911,2019
286,359724,Ford v Ferrari,225508210,97600000,2.31053493852459,"Drama, Action, History",TSG Entertainment,20191113,201911,2019
286,359724,Ford v Ferrari,225508210,97600000,2.31053493852459,"Drama, Action, History",Chernin Entertainment,20191113,201911,2019
286,359724,Ford v Ferrari,225508210,97600000,2.31053493852459,"Drama, Action, History",Turnpike Films,20191113,201911,2019
287,331482,Little Women,216600000,40000000,5.415,"Drama, Romance, History",Columbia Pictures,20191225,201912,2019
287,331482,Little Women,216600000,40000000,5.415,"Drama, Romance, History",Regency Enterprises,20191225,201912,2019
287,331482,Little Women,216600000,40000000,5.415,"Drama, Romance, History",Pascal Pictures,20191225,201912,2019
288,481084,The Addams Family,204394183,40000000,5.109854575,"Family, Animation, Comedy, Fantasy",Cinesite Animation,20191010,201910,2019
288,481084,The Addams Family,204394183,40000000,5.109854575,"Family, Animation, Comedy, Fantasy",Nitrogen Studios Canada,20191010,201910,2019
288,481084,The Addams Family,204394183,40000000,5.109854575,"Family, Animation, Comedy, Fantasy",Bron Studios,20191010,201910,2019
288,481084,The Addams Family,204394183,40000000,5.109854575,"Family, Animation, Comedy, Fantasy",Metro-Goldwyn-Mayer,20191010,201910,2019
288,481084,The Addams Family,204394183,40000000,5.109854575,"Family, Animation, Comedy, Fantasy",Creative Wealth Media Finance,20191010,201910,2019
288,481084,The Addams Family,204394183,40000000,5.109854575,"Family, Animation, Comedy, Fantasy",The Jackal Group,20191010,201910,2019
289,280217,The Lego Movie 2: The Second Part,199603202,99000000,2.0161939595959595,"Action, Adventure, Animation, Comedy, Family",Vertigo Entertainment,20190206,201902,2019
289,280217,The Lego Movie 2: The Second Part,199603202,99000000,2.0161939595959595,"Action, Adventure, Animation, Comedy, Family",Warner Animation Group,20190206,201902,2019
289,280217,The Lego Movie 2: The Second Part,199603202,99000000,2.0161939595959595,"Action, Adventure, Animation, Comedy, Family",Lord Miller,20190206,201902,2019
289,280217,The Lego Movie 2: The Second Part,199603202,99000000,2.0161939595959595,"Action, Adventure, Animation, Comedy, Family",Rideback,20190206,201902,2019
289,280217,The Lego Movie 2: The Second Part,199603202,99000000,2.0161939595959595,"Action, Adventure, Animation, Comedy, Family",LEGO,20190206,201902,2019
289,280217,The Lego Movie 2: The Second Part,199603202,99000000,2.0161939595959595,"Action, Adventure, Animation, Comedy, Family",Animal Logic,20190206,201902,2019
290,535544,Downton Abbey,194694725,20000000,9.73473625,"Drama, Romance, History",Focus Features,20190912,201909,2019
290,535544,Downton Abbey,194694725,20000000,9.73473625,"Drama, Romance, History",Carnival Films,20190912,201909,2019
290,535544,Downton Abbey,194694725,20000000,9.73473625,"Drama, Romance, History",Perfect World Pictures,20190912,201909,2019
291,431580,Abominable,190304772,75000000,2.53739696,"Family, Animation, Adventure, Comedy",DreamWorks Animation,20190919,201909,2019
291,431580,Abominable,190304772,75000000,2.53739696,"Family, Animation, Adventure, Comedy",dentsu,20190919,201909,2019
291,431580,Abominable,190304772,75000000,2.53739696,"Family, Animation, Adventure, Comedy",Pearl Studio,20190919,201909,2019
291,431580,Abominable,190304772,75000000,2.53739696,"Family, Animation, Adventure, Comedy",Zhong Ming You Ying Film,20190919,201909,2019
291,431580,Abominable,190304772,75000000,2.53739696,"Family, Animation, Adventure, Comedy",Universal Pictures,20190919,201909,2019
292,568160,Weathering with You,186965409,0,,"Animation, Drama, Fantasy, Romance",CoMix Wave Films,20190719,201907,2019
292,568160,Weathering with You,186965409,0,,"Animation, Drama, Fantasy, Romance",Story,20190719,201907,2019
292,568160,Weathering with You,186965409,0,,"Animation, Drama, Fantasy, Romance",TOHO,20190719,201907,2019
292,568160,Weathering with You,186965409,0,,"Animation, Drama, Fantasy, Romance",KADOKAWA,20190719,201907,2019
292,568160,Weathering with You,186965409,0,,"Animation, Drama, Fantasy, Romance",jeki,20190719,201907,2019
292,568160,Weathering with You,186965409,0,,"Animation, Drama, Fantasy, Romance",Lawson Entertainment,20190719,201907,2019
292,568160,Weathering with You,186965409,0,,"Animation, Drama, Fantasy, Romance","""Weathering With You"" Film Partners",20190719,201907,2019
293,453405,Gemini Man,173469516,140000000,1.2390679714285715,"Science Fiction, Action, Adventure, Thriller",Skydance Media,20191002,201910,2019
293,453405,Gemini Man,173469516,140000000,1.2390679714285715,"Science Fiction, Action, Adventure, Thriller",Jerry Bruckheimer Films,20191002,201910,2019
293,453405,Gemini Man,173469516,140000000,1.2390679714285715,"Science Fiction, Action, Adventure, Thriller",Fosun Pictures,20191002,201910,2019
293,453405,Gemini Man,173469516,140000000,1.2390679714285715,"Science Fiction, Action, Adventure, Thriller",Paramount Pictures,20191002,201910,2019
293,453405,Gemini Man,173469516,140000000,1.2390679714285715,"Science Fiction, Action, Adventure, Thriller",Alibaba Pictures Group,20191002,201910,2019
294,431693,Spies in Disguise,171616764,100000000,1.71616764,"Animation, Action, Adventure, Comedy, Family",Chernin Entertainment,20191204,201912,2019
294,431693,Spies in Disguise,171616764,100000000,1.71616764,"Animation, Action, Adventure, Comedy, Family",Blue Sky Studios,20191204,201912,2019
294,431693,Spies in Disguise,171616764,100000000,1.71616764,"Animation, Action, Adventure, Comedy, Family",20th Century Fox Animation,20191204,201912,2019
294,431693,Spies in Disguise,171616764,100000000,1.71616764,"Animation, Action, Adventure, Comedy, Family",20th Century Fox,20191204,201912,2019
295,504608,Rocketman,167300000,40000000,4.1825,"Music, Drama",Paramount Pictures,20190517,201905,2019
295,504608,Rocketman,167300000,40000000,4.1825,"Music, Drama",New Republic Pictures,20190517,201905,2019
295,504608,Rocketman,167300000,40000000,4.1825,"Music, Drama",Marv,20190517,201905,2019
295,504608,Rocketman,167300000,40000000,4.1825,"Music, Drama",Rocket Pictures,20190517,201905,2019
295,504608,Rocketman,167300000,40000000,4.1825,"Music, Drama",Lawrence Bender Productions,20190517,201905,2019
296,540901,Hustlers,157563598,20000000,7.8781799,"Drama, Comedy, Crime",STXfilms,20190912,201909,2019
296,540901,Hustlers,157563598,20000000,7.8781799,"Drama, Comedy, Crime",Gloria Sanchez Productions,20190912,201909,2019
296,540901,Hustlers,157563598,20000000,7.8781799,"Drama, Comedy, Crime",Nuyorican Productions,20190912,201909,2019
297,522681,Escape Room,155712077,9000000,17.30134188888889,"Horror, Thriller, Mystery",Columbia Pictures,20190103,201901,2019
297,522681,Escape Room,155712077,9000000,17.30134188888889,"Horror, Thriller, Mystery",Original Film,20190103,201901,2019
298,515195,Yesterday,154608856,26000000,5.946494461538461,"Comedy, Fantasy, Music, Romance",Working Title Films,20190626,201906,2019
298,515195,Yesterday,154608856,26000000,5.946494461538461,"Comedy, Fantasy, Music, Romance",Working Title Films,20190626,201906,2019
299,423204,Angel Has Fallen,146661977,40000000,3.666549425,"Action, Thriller",Campbell Grobman Films,20190821,201908,2019
299,423204,Angel Has Fallen,146661977,40000000,3.666549425,"Action, Thriller",Eclectic Pictures,20190821,201908,2019
299,423204,Angel Has Fallen,146661977,40000000,3.666549425,"Action, Thriller",G-BASE,20190821,201908,2019
299,423204,Angel Has Fallen,146661977,40000000,3.666549425,"Action, Thriller",Millennium Media,20190821,201908,2019
300,635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,523542183,15700000,33.34663585987261,"Animation, Action, Fantasy, Thriller",ufotable,20201016,202010,2020
300,635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,523542183,15700000,33.34663585987261,"Animation, Action, Fantasy, Thriller",Aniplex,20201016,202010,2020
300,635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,523542183,15700000,33.34663585987261,"Animation, Action, Fantasy, Thriller",Shueisha,20201016,202010,2020
300,635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,523542183,15700000,33.34663585987261,"Animation, Action, Fantasy, Thriller",TOHO,20201016,202010,2020
301,508935,The Eight Hundred,461421559,80000000,5.7677694875,"War, History, Drama, Action",Beijing Diqi Yinxiang Entertainment,20200814,202008,2020
301,508935,The Eight Hundred,461421559,80000000,5.7677694875,"War, History, Drama, Action",Huayi Brothers Pictures,20200814,202008,2020
301,508935,The Eight Hundred,461421559,80000000,5.7677694875,"War, History, Drama, Action",Beijing Enlight Pictures,20200814,202008,2020
301,508935,The Eight Hundred,461421559,80000000,5.7677694875,"War, History, Drama, Action",Tencent Pictures,20200814,202008,2020
301,508935,The Eight Hundred,461421559,80000000,5.7677694875,"War, History, Drama, Action",South Australian Film Corporation,20200814,202008,2020
301,508935,The Eight Hundred,461421559,80000000,5.7677694875,"War, History, Drama, Action",Huaxia Film Distribution,20200814,202008,2020
302,715904,"Metallica: WorldWired Tour - Live in Manchester, England - June 18, 2019",426900000,0,,Music,,20200608,202006,2020
303,38700,Bad Boys for Life,426505244,90000000,4.738947155555556,"Thriller, Action, Crime",Columbia Pictures,20200115,202001,2020
303,38700,Bad Boys for Life,426505244,90000000,4.738947155555556,"Thriller, Action, Crime",2.0 Entertainment,20200115,202001,2020
303,38700,Bad Boys for Life,426505244,90000000,4.738947155555556,"Thriller, Action, Crime",Don Simpson/Jerry Bruckheimer Films,20200115,202001,2020
303,38700,Bad Boys for Life,426505244,90000000,4.738947155555556,"Thriller, Action, Crime",Overbrook Entertainment,20200115,202001,2020
304,577922,Tenet,365304105,205000000,1.781971243902439,"Action, Thriller, Science Fiction",Warner Bros. Pictures,20200822,202008,2020
304,577922,Tenet,365304105,205000000,1.781971243902439,"Action, Thriller, Science Fiction",Syncopy,20200822,202008,2020
305,454626,Sonic the Hedgehog,319715683,85000000,3.761360976470588,"Action, Science Fiction, Comedy, Family",Original Film,20200212,202002,2020
305,454626,Sonic the Hedgehog,319715683,85000000,3.761360976470588,"Action, Science Fiction, Comedy, Family",Blur Studio,20200212,202002,2020
305,454626,Sonic the Hedgehog,319715683,85000000,3.761360976470588,"Action, Science Fiction, Comedy, Family",Marza Animation Planet,20200212,202002,2020
305,454626,Sonic the Hedgehog,319715683,85000000,3.761360976470588,"Action, Science Fiction, Comedy, Family",Paramount Pictures,20200212,202002,2020
305,454626,Sonic the Hedgehog,319715683,85000000,3.761360976470588,"Action, Science Fiction, Comedy, Family",SEGA,20200212,202002,2020
305,454626,Sonic the Hedgehog,319715683,85000000,3.761360976470588,"Action, Science Fiction, Comedy, Family",SEGA of America,20200212,202002,2020
306,448119,Dolittle,251410631,175000000,1.4366321771428572,"Family, Comedy, Fantasy, Adventure",Universal Pictures,20200102,202001,2020
306,448119,Dolittle,251410631,175000000,1.4366321771428572,"Family, Comedy, Fantasy, Adventure",Team Downey,20200102,202001,2020
306,448119,Dolittle,251410631,175000000,1.4366321771428572,"Family, Comedy, Fantasy, Adventure",Perfect World Pictures,20200102,202001,2020
306,448119,Dolittle,251410631,175000000,1.4366321771428572,"Family, Comedy, Fantasy, Adventure",Roth-Kirschenbaum Films,20200102,202001,2020
307,526019,Like a Boss,26900000,29000000,0.9275862068965517,Comedy,Artists First,20200109,202001,2020
307,526019,Like a Boss,26900000,29000000,0.9275862068965517,Comedy,Paramount Pictures,20200109,202001,2020
308,635389,Jiang Ziya,240656068,0,,"Animation, Action, Fantasy, Adventure",Beijing Enlight Pictures,20201001,202010,2020
308,635389,Jiang Ziya,240656068,0,,"Animation, Action, Fantasy, Adventure",Horgos Coloroom Pictures,20201001,202010,2020
308,635389,Jiang Ziya,240656068,0,,"Animation, Action, Fantasy, Adventure",Chengdu Coco Cartoon,20201001,202010,2020
308,635389,Jiang Ziya,240656068,0,,"Animation, Action, Fantasy, Adventure",One&All Animation Studio,20201001,202010,2020
308,635389,Jiang Ziya,240656068,0,,"Animation, Action, Fantasy, Adventure",CHARM ANIMATION,20201001,202010,2020
309,559974,Shock Wave 2,226400000,40000000,5.66,"Action, Crime, Thriller",Universe Entertainment,20201224,202012,2020
309,559974,Shock Wave 2,226400000,40000000,5.66,"Action, Crime, Thriller",Alibaba Pictures Group,20201224,202012,2020
309,559974,Shock Wave 2,226400000,40000000,5.66,"Action, Crime, Thriller",Bona Film Group,20201224,202012,2020
310,716815,A Little Red Flower,216000000,0,,"Drama, Family",Lian Ray Pictures,20201231,202012,2020
310,716815,A Little Red Flower,216000000,0,,"Drama, Family",China Film Group Corporation,20201231,202012,2020
310,716815,A Little Red Flower,216000000,0,,"Drama, Family",Shanghai RuYi Entertainment,20201231,202012,2020
311,529203,The Croods: A New Age,215905815,65000000,3.3216279230769232,"Animation, Family, Adventure, Fantasy, Comedy",DreamWorks Animation,20201125,202011,2020
312,495764,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),205537933,75000000,2.740505773333333,"Action, Crime",Warner Bros. Pictures,20200205,202002,2020
312,495764,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),205537933,75000000,2.740505773333333,"Action, Crime",DC Films,20200205,202002,2020
312,495764,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),205537933,75000000,2.740505773333333,"Action, Crime",LuckyChap Entertainment,20200205,202002,2020
312,495764,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),205537933,75000000,2.740505773333333,"Action, Crime",Clubhouse Pictures,20200205,202002,2020
312,495764,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),205537933,75000000,2.740505773333333,"Action, Crime",Kroll & Co Entertainment,20200205,202002,2020
313,464052,Wonder Woman 1984,169601036,200000000,0.84800518,"Action, Adventure, Fantasy",Warner Bros. Pictures,20201216,202012,2020
313,464052,Wonder Woman 1984,169601036,200000000,0.84800518,"Action, Adventure, Fantasy",The Stone Quarry,20201216,202012,2020
313,464052,Wonder Woman 1984,169601036,200000000,0.84800518,"Action, Adventure, Fantasy",DC Films,20201216,202012,2020
313,464052,Wonder Woman 1984,169601036,200000000,0.84800518,"Action, Adventure, Fantasy",Atlas Entertainment,20201216,202012,2020
314,748685,The Sacrifice,161047608,0,,"War, History, Action, Drama",China Film Group Corporation,20201023,202010,2020
315,570670,The Invisible Man,144492724,7000000,20.641817714285715,"Thriller, Science Fiction, Horror",Blumhouse Productions,20200226,202002,2020
315,570670,The Invisible Man,144492724,7000000,20.641817714285715,"Thriller, Science Fiction, Horror",Goalpost Pictures,20200226,202002,2020
315,570670,The Invisible Man,144492724,7000000,20.641817714285715,"Thriller, Science Fiction, Horror",Nervous Tick Productions,20200226,202002,2020
315,570670,The Invisible Man,144492724,7000000,20.641817714285715,"Thriller, Science Fiction, Horror",Universal Pictures,20200226,202002,2020
316,508439,Onward,141888276,200000000,0.70944138,"Family, Comedy, Adventure, Animation, Fantasy",Walt Disney Pictures,20200229,202002,2020
316,508439,Onward,141888276,200000000,0.70944138,"Family, Comedy, Adventure, Animation, Fantasy",Pixar,20200229,202002,2020
317,508442,Soul,121977511,150000000,0.8131834066666667,"Animation, Family, Comedy, Fantasy, Drama",Pixar,20201225,202012,2020
318,522627,The Gentlemen,115171795,22000000,5.235081590909091,"Comedy, Crime",Miramax,20200101,202001,2020
318,522627,The Gentlemen,115171795,22000000,5.235081590909091,"Comedy, Crime",Toff Guy Films,20200101,202001,2020
318,522627,The Gentlemen,115171795,22000000,5.235081590909091,"Comedy, Crime",Coach Films,20200101,202001,2020
318,522627,The Gentlemen,115171795,22000000,5.235081590909091,"Comedy, Crime",STXfilms,20200101,202001,2020
319,481848,The Call of the Wild,111200000,109000000,1.0201834862385322,"Adventure, Family, Drama",3 Arts Entertainment,20200219,202002,2020
319,481848,The Call of the Wild,111200000,109000000,1.0201834862385322,"Adventure, Family, Drama",20th Century Studios,20200219,202002,2020
319,481848,The Call of the Wild,111200000,109000000,1.0201834862385322,"Adventure, Family, Drama",TSG Entertainment,20200219,202002,2020
320,695297,Khobz Khabzteh,77000000,3000000,25.666666666666668,Comedy,,20200415,202004,2020
321,337401,Mulan,69965374,200000000,0.34982687,"Adventure, Fantasy, Action",Walt Disney Pictures,20200904,202009,2020
321,337401,Mulan,69965374,200000000,0.34982687,"Adventure, Fantasy, Action",Good Fear,20200904,202009,2020
321,337401,Mulan,69965374,200000000,0.34982687,"Adventure, Fantasy, Action",Jason T. Reed Productions,20200904,202009,2020
322,522241,The Courier,26000000,0,,"Thriller, History, Drama",SunnyMarch,20200124,202001,2020
322,522241,The Courier,26000000,0,,"Thriller, History, Drama",42,20200124,202001,2020
322,522241,The Courier,26000000,0,,"Thriller, History, Drama",FilmNation Entertainment,20200124,202001,2020
323,757860,The Yin-Yang Master: Dream of Eternity,69000000,0,,"Action, Drama, Fantasy, Mystery, Science Fiction",Hehe Pictures,20201224,202012,2020
324,1560572,The Arcana Imperium: The Whisper Agents,54800000,2500000,21.92,,AI Interscope Films,20200206,202002,2020
325,524047,Greenland,52300000,34000000,1.5382352941176471,"Action, Adventure, Thriller, Science Fiction",STXfilms,20200729,202007,2020
325,524047,Greenland,52300000,34000000,1.5382352941176471,"Action, Adventure, Thriller, Science Fiction",Thunder Road,20200729,202007,2020
325,524047,Greenland,52300000,34000000,1.5382352941176471,"Action, Adventure, Thriller, Science Fiction",Anton,20200729,202007,2020
325,524047,Greenland,52300000,34000000,1.5382352941176471,"Action, Adventure, Thriller, Science Fiction",G-BASE,20200729,202007,2020
325,524047,Greenland,52300000,34000000,1.5382352941176471,"Action, Adventure, Thriller, Science Fiction",Riverstone Pictures,20200729,202007,2020
326,593402,Tolo Tolo,52186426,20000000,2.6093213,"Comedy, Drama, Family",Taodue Film,20200101,202001,2020
326,593402,Tolo Tolo,52186426,20000000,2.6093213,"Comedy, Drama, Family",Medusa Film,20200101,202001,2020
326,593402,Tolo Tolo,52186426,20000000,2.6093213,"Comedy, Drama, Family",Sky Cinema,20200101,202001,2020
327,604822,Vanguard,50866901,0,,"Action, Adventure, Comedy, Crime, Thriller",China Film International,20200122,202001,2020
327,604822,Vanguard,50866901,0,,"Action, Adventure, Comedy, Crime, Thriller",China Film Group Corporation,20200122,202001,2020
327,604822,Vanguard,50866901,0,,"Action, Adventure, Comedy, Crime, Thriller",Epitome Capital,20200122,202001,2020
327,604822,Vanguard,50866901,0,,"Action, Adventure, Comedy, Crime, Thriller",Shanghai Lix Entertainment,20200122,202001,2020
327,604822,Vanguard,50866901,0,,"Action, Adventure, Comedy, Crime, Thriller",Shenzhen Media Film & Television,20200122,202001,2020
327,604822,Vanguard,50866901,0,,"Action, Adventure, Comedy, Crime, Thriller",Tencent Pictures,20200122,202001,2020
327,604822,Vanguard,50866901,0,,"Action, Adventure, Comedy, Crime, Thriller",One Cool Films,20200122,202001,2020
327,604822,Vanguard,50866901,0,,"Action, Adventure, Comedy, Crime, Thriller",India Film Services,20200122,202001,2020
327,604822,Vanguard,50866901,0,,"Action, Adventure, Comedy, Crime, Thriller",Huayu International Entertainment,20200122,202001,2020
327,604822,Vanguard,50866901,0,,"Action, Adventure, Comedy, Crime, Thriller",JP Media Limited,20200122,202001,2020
327,604822,Vanguard,50866901,0,,"Action, Adventure, Comedy, Crime, Thriller",Dexter Studios,20200122,202001,2020
327,604822,Vanguard,50866901,0,,"Action, Adventure, Comedy, Crime, Thriller",Golden Network Asia,20200122,202001,2020
327,604822,Vanguard,50866901,0,,"Action, Adventure, Comedy, Crime, Thriller",Taurus Film,20200122,202001,2020
328,539537,Fantasy Island,49500000,7000000,7.071428571428571,"Adventure, Fantasy, Horror, Mystery",Blumhouse Productions,20200212,202002,2020
328,539537,Fantasy Island,49500000,7000000,7.071428571428571,"Adventure, Fantasy, Horror, Mystery",Columbia Pictures,20200212,202002,2020
328,539537,Fantasy Island,49500000,7000000,7.071428571428571,"Adventure, Fantasy, Horror, Mystery",Tower of Babble Entertainment,20200212,202002,2020
329,446893,Trolls World Tour,49276818,90000000,0.5475202,"Family, Animation, Comedy, Fantasy, Adventure, Music",DreamWorks Animation,20200311,202003,2020
329,446893,Trolls World Tour,49276818,90000000,0.5475202,"Family, Animation, Comedy, Fantasy, Adventure, Music",dentsu,20200311,202003,2020
329,446893,Trolls World Tour,49276818,90000000,0.5475202,"Family, Animation, Comedy, Fantasy, Adventure, Music",Universal Pictures,20200311,202003,2020
330,340102,The New Mutants,49169594,67000000,0.7338745373134329,"Science Fiction, Horror, Action",20th Century Studios,20200402,202004,2020
330,340102,The New Mutants,49169594,67000000,0.7338745373134329,"Science Fiction, Horror, Action",Genre Films,20200402,202004,2020
330,340102,The New Mutants,49169594,67000000,0.7338745373134329,"Science Fiction, Horror, Action",Sunswept Entertainment,20200402,202004,2020
330,340102,The New Mutants,49169594,67000000,0.7338745373134329,"Science Fiction, Horror, Action",Marvel Entertainment,20200402,202004,2020
331,584850,Tanhaji: The Unsung Warrior,48375000,16440000,2.9425182481751824,"Action, Drama, History",T-Series,20200110,202001,2020
331,584850,Tanhaji: The Unsung Warrior,48375000,16440000,2.9425182481751824,"Action, Drama, History",Viacom18 Studios,20200110,202001,2020
331,584850,Tanhaji: The Unsung Warrior,48375000,16440000,2.9425182481751824,"Action, Drama, History",Ajay Devgn FFilms,20200110,202001,2020
332,613504,After We Collided,47990414,14000000,3.427886714285714,"Romance, Drama",Voltage Pictures,20200902,202009,2020
332,613504,After We Collided,47990414,14000000,3.427886714285714,"Romance, Drama",Offspring Entertainment,20200902,202009,2020
332,613504,After We Collided,47990414,14000000,3.427886714285714,"Romance, Drama",Frayed Pages Entertainment,20200902,202009,2020
332,613504,After We Collided,47990414,14000000,3.427886714285714,"Romance, Drama",Wattpad,20200902,202009,2020
333,607313,Sarileru Neekevvaru,46892742,11000000,4.262976545454546,Action,G. Mahesh Babu Entertainment Pvt. Ltd,20200110,202001,2020
333,607313,Sarileru Neekevvaru,46892742,11000000,4.262976545454546,Action,AK Entertainments,20200110,202001,2020
334,425001,The War with Grandpa,43387445,18000000,2.410413611111111,"Comedy, Family",Marro Films,20200827,202008,2020
334,425001,The War with Grandpa,43387445,18000000,2.410413611111111,"Comedy, Family",EFO Films,20200827,202008,2020
334,425001,The War with Grandpa,43387445,18000000,2.410413611111111,"Comedy, Family",Tri G,20200827,202008,2020
334,425001,The War with Grandpa,43387445,18000000,2.410413611111111,"Comedy, Family",West Madison Entertainment,20200827,202008,2020
335,581392,Peninsula,42698327,17000000,2.511666294117647,"Horror, Action, Thriller, Adventure",Next Entertainment World,20200715,202007,2020
335,581392,Peninsula,42698327,17000000,2.511666294117647,"Horror, Action, Thriller, Adventure",RedPeter Films,20200715,202007,2020
335,581392,Peninsula,42698327,17000000,2.511666294117647,"Horror, Action, Thriller, Adventure",Contents Panda,20200715,202007,2020
335,581392,Peninsula,42698327,17000000,2.511666294117647,"Horror, Action, Thriller, Adventure",Union Investment Partners,20200715,202007,2020
335,581392,Peninsula,42698327,17000000,2.511666294117647,"Horror, Action, Thriller, Adventure",Michigan Venture Capital,20200715,202007,2020
336,458576,Monster Hunter,42145959,60000000,0.70243265,"Action, Fantasy, Adventure",Capcom,20201203,202012,2020
336,458576,Monster Hunter,42145959,60000000,0.70243265,"Action, Fantasy, Adventure",Constantin Film,20201203,202012,2020
336,458576,Monster Hunter,42145959,60000000,0.70243265,"Action, Fantasy, Adventure",Tencent Pictures,20201203,202012,2020
336,458576,Monster Hunter,42145959,60000000,0.70243265,"Action, Fantasy, Adventure",TOHO,20201203,202012,2020
336,458576,Monster Hunter,42145959,60000000,0.70243265,"Action, Fantasy, Adventure",AB² Digital Pictures,20201203,202012,2020
337,443791,Underwater,40882928,50000000,0.81765856,"Horror, Science Fiction, Action, Adventure",Chernin Entertainment,20200108,202001,2020
337,443791,Underwater,40882928,50000000,0.81765856,"Horror, Science Fiction, Action, Adventure",20th Century Fox,20200108,202001,2020
337,443791,Underwater,40882928,50000000,0.81765856,"Horror, Science Fiction, Action, Adventure",TSG Entertainment,20200108,202001,2020
338,338762,Bloodshot,39861118,42000000,0.949074238095238,"Action, Science Fiction, Adventure",Cross Creek Pictures,20200305,202003,2020
338,338762,Bloodshot,39861118,42000000,0.949074238095238,"Action, Science Fiction, Adventure",Original Film,20200305,202003,2020
338,338762,Bloodshot,39861118,42000000,0.949074238095238,"Action, Science Fiction, Adventure",Columbia Pictures,20200305,202003,2020
338,338762,Bloodshot,39861118,42000000,0.949074238095238,"Action, Science Fiction, Adventure",Bona Film Group,20200305,202003,2020
338,338762,Bloodshot,39861118,42000000,0.949074238095238,"Action, Science Fiction, Adventure",The Hideaway Entertainment,20200305,202003,2020
339,625568,Unhinged,39238300,33000000,1.189039393939394,"Action, Thriller, Horror",Solstice Studios,20200716,202007,2020
339,625568,Unhinged,39238300,33000000,1.189039393939394,"Action, Thriller, Horror",Burek Films,20200716,202007,2020
339,625568,Unhinged,39238300,33000000,1.189039393939394,"Action, Thriller, Horror",Ingenious Media,20200716,202007,2020
339,625568,Unhinged,39238300,33000000,1.189039393939394,"Action, Thriller, Horror",Altitude Film Entertainment,20200716,202007,2020
340,657350,The Confidence Man JP – Episode of the Princess –,35762324,0,,"Comedy, Mystery",TOHO,20200723,202007,2020
340,657350,The Confidence Man JP – Episode of the Princess –,35762324,0,,"Comedy, Mystery",Fuji Television Network,20200723,202007,2020
340,657350,The Confidence Man JP – Episode of the Princess –,35762324,0,,"Comedy, Mystery",FILM,20200723,202007,2020
340,657350,The Confidence Man JP – Episode of the Princess –,35762324,0,,"Comedy, Mystery",Okinawa Television Broadcasting,20200723,202007,2020
340,657350,The Confidence Man JP – Episode of the Princess –,35762324,0,,"Comedy, Mystery",Kagoshima Television Station,20200723,202007,2020
340,657350,The Confidence Man JP – Episode of the Princess –,35762324,0,,"Comedy, Mystery",Miyazaki Telecasting,20200723,202007,2020
340,657350,The Confidence Man JP – Episode of the Princess –,35762324,0,,"Comedy, Mystery",Television Oita System,20200723,202007,2020
340,657350,The Confidence Man JP – Episode of the Princess –,35762324,0,,"Comedy, Mystery",Kumamoto Kenmin Televisions,20200723,202007,2020
340,657350,The Confidence Man JP – Episode of the Princess –,35762324,0,,"Comedy, Mystery",Television Nagasaki,20200723,202007,2020
340,657350,The Confidence Man JP – Episode of the Princess –,35762324,0,,"Comedy, Mystery",Saga Television Station,20200723,202007,2020
340,657350,The Confidence Man JP – Episode of the Princess –,35762324,0,,"Comedy, Mystery",Television Nishinippon Corporation,20200723,202007,2020
340,657350,The Confidence Man JP – Episode of the Princess –,35762324,0,,"Comedy, Mystery",Kochi Sun Sun Broadcasting,20200723,202007,2020
340,657350,The Confidence Man JP – Episode of the Princess –,35762324,0,,"Comedy, Mystery",Ehime Broadcasting,20200723,202007,2020
