,id,title,revenue,budget,revenue_per_budget,genres,production_companies,yearmonthday,yearmonth,year
406,414906,The Batman,772319315,185000000,4.174699,Thriller,"6th & Idaho Motion Picture Company, Dylan Clark Productions, DC Films, Warner Bros. Pictures",20220301,202203,2022
407,616037,Thor: Love and Thunder,760900000,250000000,3.0436,Fantasy,"Marvel Studios, Kevin Feige Productions",20220706,202207,2022
407,616037,Thor: Love and Thunder,760900000,250000000,3.0436,Action,"Marvel Studios, Kevin Feige Productions",20220706,202207,2022
407,616037,Thor: Love and Thunder,760900000,250000000,3.0436,Comedy,"Marvel Studios, Kevin Feige Productions",20220706,202207,2022
408,928123,The Battle at Lake Changjin II: Water Gate Bridge,626203271,200000000,3.131016355,War,"Bona Film Group, Distribution Workshop, China Film Group Corporation, Alibaba Pictures Group, Huaxia Film Distribution, Just Creative Studio, Mandrill Visual Effects",20220201,202202,2022
408,928123,The Battle at Lake Changjin II: Water Gate Bridge,626203271,200000000,3.131016355,History,"Bona Film Group, Distribution Workshop, China Film Group Corporation, Alibaba Pictures Group, Huaxia Film Distribution, Just Creative Studio, Mandrill Visual Effects",20220201,202202,2022
408,928123,The Battle at Lake Changjin II: Water Gate Bridge,626203271,200000000,3.131016355,Action,"Bona Film Group, Distribution Workshop, China Film Group Corporation, Alibaba Pictures Group, Huaxia Film Distribution, Just Creative Studio, Mandrill Visual Effects",20220201,202202,2022
408,928123,The Battle at Lake Changjin II: Water Gate Bridge,626203271,200000000,3.131016355,Drama,"Bona Film Group, Distribution Workshop, China Film Group Corporation, Alibaba Pictures Group, Huaxia Film Distribution, Just Creative Studio, Mandrill Visual Effects",20220201,202202,2022
409,315162,Puss in Boots: The Last Wish,484700000,90000000,5.385555555555555,Animation,DreamWorks Animation,20221207,202212,2022
409,315162,Puss in Boots: The Last Wish,484700000,90000000,5.385555555555555,Adventure,DreamWorks Animation,20221207,202212,2022
409,315162,Puss in Boots: The Last Wish,484700000,90000000,5.385555555555555,Fantasy,DreamWorks Animation,20221207,202212,2022
409,315162,Puss in Boots: The Last Wish,484700000,90000000,5.385555555555555,Comedy,DreamWorks Animation,20221207,202212,2022
409,315162,Puss in Boots: The Last Wish,484700000,90000000,5.385555555555555,Family,DreamWorks Animation,20221207,202212,2022
410,801803,Moon Man,460300583,0,,Science Fiction,Fun Age Pictures,20220729,202207,2022
410,801803,Moon Man,460300583,0,,Comedy,Fun Age Pictures,20220729,202207,2022
410,801803,Moon Man,460300583,0,,Drama,Fun Age Pictures,20220729,202207,2022
411,338953,Fantastic Beasts: The Secrets of Dumbledore,407200000,200000000,2.036,Fantasy,"Warner Bros. Pictures, Heyday Films",20220406,202204,2022
411,338953,Fantastic Beasts: The Secrets of Dumbledore,407200000,200000000,2.036,Adventure,"Warner Bros. Pictures, Heyday Films",20220406,202204,2022
412,335787,Uncharted,407141258,120000000,3.392843816666667,Action,"Columbia Pictures, Atlas Entertainment, PlayStation Productions, Arad Productions",20220210,202202,2022
412,335787,Uncharted,407141258,120000000,3.392843816666667,Adventure,"Columbia Pictures, Atlas Entertainment, PlayStation Productions, Arad Productions",20220210,202202,2022
413,675353,Sonic the Hedgehog 2,405421518,110000000,3.6856501636363634,Action,"Original Film, Blur Studio, Marza Animation Planet, Paramount Pictures, SEGA, SEGA of America",20220330,202203,2022
413,675353,Sonic the Hedgehog 2,405421518,110000000,3.6856501636363634,Adventure,"Original Film, Blur Studio, Marza Animation Planet, Paramount Pictures, SEGA, SEGA of America",20220330,202203,2022
413,675353,Sonic the Hedgehog 2,405421518,110000000,3.6856501636363634,Family,"Original Film, Blur Studio, Marza Animation Planet, Paramount Pictures, SEGA, SEGA of America",20220330,202203,2022
413,675353,Sonic the Hedgehog 2,405421518,110000000,3.6856501636363634,Comedy,"Original Film, Blur Studio, Marza Animation Planet, Paramount Pictures, SEGA, SEGA of America",20220330,202203,2022
414,436270,Black Adam,393452111,200000000,1.967260555,Action,"New Line Cinema, Flynn Picture Company, DC Films, Seven Bucks Productions, Warner Bros. Pictures",20221019,202210,2022
414,436270,Black Adam,393452111,200000000,1.967260555,Adventure,"New Line Cinema, Flynn Picture Company, DC Films, Seven Bucks Productions, Warner Bros. Pictures",20221019,202210,2022
414,436270,Black Adam,393452111,200000000,1.967260555,Science Fiction,"New Line Cinema, Flynn Picture Company, DC Films, Seven Bucks Productions, Warner Bros. Pictures",20221019,202210,2022
415,923192,Too Cool to Kill,393014816,0,,Action,"New Classics Media, Slinky Town Pictures, Tianjin Yuewen Media",20220201,202202,2022
415,923192,Too Cool to Kill,393014816,0,,Comedy,"New Classics Media, Slinky Town Pictures, Tianjin Yuewen Media",20220201,202202,2022
416,916224,Suzume,323638107,0,,Animation,"CoMix Wave Films, Story, Lawson Entertainment, jeki, voque ting, KADOKAWA, Aniplex, TOHO",20221111,202211,2022
416,916224,Suzume,323638107,0,,Drama,"CoMix Wave Films, Story, Lawson Entertainment, jeki, voque ting, KADOKAWA, Aniplex, TOHO",20221111,202211,2022
416,916224,Suzume,323638107,0,,Adventure,"CoMix Wave Films, Story, Lawson Entertainment, jeki, voque ting, KADOKAWA, Aniplex, TOHO",20221111,202211,2022
416,916224,Suzume,323638107,0,,Fantasy,"CoMix Wave Films, Story, Lawson Entertainment, jeki, voque ting, KADOKAWA, Aniplex, TOHO",20221111,202211,2022
417,614934,Elvis,288670284,85000000,3.3961209882352943,Drama,"Warner Bros. Pictures, Bazmark, The Jackal Group",20220622,202206,2022
417,614934,Elvis,288670284,85000000,3.3961209882352943,Music,"Warner Bros. Pictures, Bazmark, The Jackal Group",20220622,202206,2022
417,614934,Elvis,288670284,85000000,3.3961209882352943,History,"Warner Bros. Pictures, Bazmark, The Jackal Group",20220622,202206,2022
418,783675,The First Slam Dunk,258000000,0,,Animation,"Toei Animation, Toei Company, DandeLion Animation Studio",20221203,202212,2022
418,783675,The First Slam Dunk,258000000,0,,Comedy,"Toei Animation, Toei Company, DandeLion Animation Studio",20221203,202212,2022
418,783675,The First Slam Dunk,258000000,0,,Drama,"Toei Animation, Toei Company, DandeLion Animation Studio",20221203,202212,2022
419,945664,Lighting Up the Stars,253816909,8800000,28.842830568181817,Drama,"Lian Ray Pictures, Zhejiang Hengdian Film Production, China Film Group Corporation, Tianjin Maoyan Weiying Culture Media, Tao Piao Piao, Weibo Corporation",20220624,202206,2022
420,629542,The Bad Guys,250162278,80000000,3.127028475,Family,DreamWorks Animation,20220317,202203,2022
420,629542,The Bad Guys,250162278,80000000,3.127028475,Comedy,DreamWorks Animation,20220317,202203,2022
420,629542,The Bad Guys,250162278,80000000,3.127028475,Crime,DreamWorks Animation,20220317,202203,2022
420,629542,The Bad Guys,250162278,80000000,3.127028475,Adventure,DreamWorks Animation,20220317,202203,2022
420,629542,The Bad Guys,250162278,80000000,3.127028475,Animation,DreamWorks Animation,20220317,202203,2022
420,629542,The Bad Guys,250162278,80000000,3.127028475,Action,DreamWorks Animation,20220317,202203,2022
421,718930,Bullet Train,239300000,90000000,2.658888888888889,Action,"87North Productions, Columbia Pictures",20220803,202208,2022
421,718930,Bullet Train,239300000,90000000,2.658888888888889,Comedy,"87North Productions, Columbia Pictures",20220803,202208,2022
421,718930,Bullet Train,239300000,90000000,2.658888888888889,Thriller,"87North Productions, Columbia Pictures",20220803,202208,2022
422,1022145,Home Coming,236085820,0,,Drama,Huace Film & TV,20220930,202209,2022
422,1022145,Home Coming,236085820,0,,War,Huace Film & TV,20220930,202209,2022
423,718789,Lightyear,226425420,200000000,1.1321271,Animation,Pixar,20220615,202206,2022
423,718789,Lightyear,226425420,200000000,1.1321271,Science Fiction,Pixar,20220615,202206,2022
423,718789,Lightyear,226425420,200000000,1.1321271,Family,Pixar,20220615,202206,2022
423,718789,Lightyear,226425420,200000000,1.1321271,Adventure,Pixar,20220615,202206,2022
424,882598,Smile,217408513,17000000,12.78873605882353,Horror,"Paramount Players, Paramount Pictures, Temple Hill Entertainment",20220923,202209,2022
424,882598,Smile,217408513,17000000,12.78873605882353,Mystery,"Paramount Players, Paramount Pictures, Temple Hill Entertainment",20220923,202209,2022
425,803266,Nice View,211018982,0,,Drama,"Shenzhen Media Film & Television, Shanghai Tao Piao Piao Movie & TV Culture",20220201,202202,2022
425,803266,Nice View,211018982,0,,Family,"Shenzhen Media Film & Television, Shanghai Tao Piao Piao Movie & TV Culture",20220201,202202,2022
425,803266,Nice View,211018982,0,,Comedy,"Shenzhen Media Film & Television, Shanghai Tao Piao Piao Movie & TV Culture",20220201,202202,2022
426,539681,DC League of Super-Pets,203000000,90000000,2.2555555555555555,Family,"Warner Animation Group, DC Entertainment, Seven Bucks Productions, Animal Logic, Warner Bros. Pictures",20220727,202207,2022
426,539681,DC League of Super-Pets,203000000,90000000,2.2555555555555555,Comedy,"Warner Animation Group, DC Entertainment, Seven Bucks Productions, Animal Logic, Warner Bros. Pictures",20220727,202207,2022
426,539681,DC League of Super-Pets,203000000,90000000,2.2555555555555555,Adventure,"Warner Animation Group, DC Entertainment, Seven Bucks Productions, Animal Logic, Warner Bros. Pictures",20220727,202207,2022
426,539681,DC League of Super-Pets,203000000,90000000,2.2555555555555555,Animation,"Warner Animation Group, DC Entertainment, Seven Bucks Productions, Animal Logic, Warner Bros. Pictures",20220727,202207,2022
426,539681,DC League of Super-Pets,203000000,90000000,2.2555555555555555,Science Fiction,"Warner Animation Group, DC Entertainment, Seven Bucks Productions, Animal Logic, Warner Bros. Pictures",20220727,202207,2022
427,752623,The Lost City,192907684,74000000,2.6068605945945946,Action,"Fortis Films, 3dot Productions, Exhibit A",20220323,202203,2022
427,752623,The Lost City,192907684,74000000,2.6068605945945946,Adventure,"Fortis Films, 3dot Productions, Exhibit A",20220323,202203,2022
427,752623,The Lost City,192907684,74000000,2.6068605945945946,Comedy,"Fortis Films, 3dot Productions, Exhibit A",20220323,202203,2022
428,536554,M3GAN,181796517,12000000,15.14970975,Science Fiction,"Atomic Monster, Blumhouse Productions, Divide / Conquer",20221228,202212,2022
428,536554,M3GAN,181796517,12000000,15.14970975,Horror,"Atomic Monster, Blumhouse Productions, Divide / Conquer",20221228,202212,2022
429,900667,One Piece Film Red,171315305,0,,Animation,"Toei Animation, Shueisha, Toei Company, Fuji Television Network, Bandai, Bandai Namco Entertainment, ADK Emotions, dentsu",20220806,202208,2022
429,900667,One Piece Film Red,171315305,0,,Adventure,"Toei Animation, Shueisha, Toei Company, Fuji Television Network, Bandai, Bandai Namco Entertainment, ADK Emotions, dentsu",20220806,202208,2022
429,900667,One Piece Film Red,171315305,0,,Action,"Toei Animation, Shueisha, Toei Company, Fuji Television Network, Bandai, Bandai Namco Entertainment, ADK Emotions, dentsu",20220806,202208,2022
429,900667,One Piece Film Red,171315305,0,,Fantasy,"Toei Animation, Shueisha, Toei Company, Fuji Television Network, Bandai, Bandai Namco Entertainment, ADK Emotions, dentsu",20220806,202208,2022
429,900667,One Piece Film Red,171315305,0,,Music,"Toei Animation, Shueisha, Toei Company, Fuji Television Network, Bandai, Bandai Namco Entertainment, ADK Emotions, dentsu",20220806,202208,2022
430,762504,Nope,170823080,68000000,2.5121041176470587,Horror,"Universal Pictures, Monkeypaw Productions",20220720,202207,2022
430,762504,Nope,170823080,68000000,2.5121041176470587,Science Fiction,"Universal Pictures, Monkeypaw Productions",20220720,202207,2022
430,762504,Nope,170823080,68000000,2.5121041176470587,Thriller,"Universal Pictures, Monkeypaw Productions",20220720,202207,2022
431,1560575,The Arcana Imperium: Judgement of Cinder,170000000,10000000,17.0,,AI Interscope Films,20220905,202209,2022
432,800939,Ticket to Paradise,168800000,20000000,8.44,Drama,"Smokehouse Pictures, Red Om Films, Working Title Films, Universal Pictures",20220908,202209,2022
432,800939,Ticket to Paradise,168800000,20000000,8.44,Comedy,"Smokehouse Pictures, Red Om Films, Working Title Films, Universal Pictures",20220908,202209,2022
432,800939,Ticket to Paradise,168800000,20000000,8.44,Romance,"Smokehouse Pictures, Red Om Films, Working Title Films, Universal Pictures",20220908,202209,2022
433,526896,Morbius,167635712,75000000,2.235142826666667,Action,"Columbia Pictures, Matt Tolmach Productions, Arad Productions",20220330,202203,2022
433,526896,Morbius,167635712,75000000,2.235142826666667,Science Fiction,"Columbia Pictures, Matt Tolmach Productions, Arad Productions",20220330,202203,2022
433,526896,Morbius,167635712,75000000,2.235142826666667,Fantasy,"Columbia Pictures, Matt Tolmach Productions, Arad Productions",20220330,202203,2022
434,756999,The Black Phone,161440742,16000000,10.090046375,Horror,"Blumhouse Productions, Crooked Highway",20220616,202206,2022
434,756999,The Black Phone,161440742,16000000,10.090046375,Thriller,"Blumhouse Productions, Crooked Highway",20220616,202206,2022
435,579974,RRR,160000000,69000000,2.318840579710145,Action,DVV Entertainment,20220324,202203,2022
435,579974,RRR,160000000,69000000,2.318840579710145,Adventure,DVV Entertainment,20220324,202203,2022
435,579974,RRR,160000000,69000000,2.318840579710145,Drama,DVV Entertainment,20220324,202203,2022
436,931404,Boonie Bears: Back to Earth,152000000,0,,Animation,"Huaqiang Fangte Animation, Fantawild Animation",20220201,202202,2022
436,931404,Boonie Bears: Back to Earth,152000000,0,,Family,"Huaqiang Fangte Animation, Fantawild Animation",20220201,202202,2022
436,931404,Boonie Bears: Back to Earth,152000000,0,,Science Fiction,"Huaqiang Fangte Animation, Fantawild Animation",20220201,202202,2022
436,931404,Boonie Bears: Back to Earth,152000000,0,,Adventure,"Huaqiang Fangte Animation, Fantawild Animation",20220201,202202,2022
436,931404,Boonie Bears: Back to Earth,152000000,0,,Comedy,"Huaqiang Fangte Animation, Fantawild Animation",20220201,202202,2022
437,682507,Where the Crawdads Sing,144353965,24000000,6.014748541666667,Drama,"3000 Pictures, Hello Sunshine, HarperCollins Publishers",20220714,202207,2022
437,682507,Where the Crawdads Sing,144353965,24000000,6.014748541666667,Mystery,"3000 Pictures, Hello Sunshine, HarperCollins Publishers",20220714,202207,2022
437,682507,Where the Crawdads Sing,144353965,24000000,6.014748541666667,Romance,"3000 Pictures, Hello Sunshine, HarperCollins Publishers",20220714,202207,2022
438,545611,Everything Everywhere All at Once,139200000,25000000,5.568,Action,"IAC Films, AGBO, Ley Line Entertainment, Year of the Rat",20220324,202203,2022
438,545611,Everything Everywhere All at Once,139200000,25000000,5.568,Adventure,"IAC Films, AGBO, Ley Line Entertainment, Year of the Rat",20220324,202203,2022
438,545611,Everything Everywhere All at Once,139200000,25000000,5.568,Science Fiction,"IAC Films, AGBO, Ley Line Entertainment, Year of the Rat",20220324,202203,2022
439,646385,Scream,137743924,24000000,5.739330166666667,Horror,"Paramount Pictures, Project X Entertainment, Radio Silence, Spyglass Media Group",20220112,202201,2022
439,646385,Scream,137743924,24000000,5.739330166666667,Mystery,"Paramount Pictures, Project X Entertainment, Radio Silence, Spyglass Media Group",20220112,202201,2022
440,505026,Death on the Nile,137307235,90000000,1.5256359444444445,Mystery,"The Mark Gordon Company, Genre Films, 20th Century Studios, Scott Free Productions",20220209,202202,2022
440,505026,Death on the Nile,137307235,90000000,1.5256359444444445,Crime,"The Mark Gordon Company, Genre Films, 20th Century Studios, Scott Free Productions",20220209,202202,2022
440,505026,Death on the Nile,137307235,90000000,1.5256359444444445,Thriller,"The Mark Gordon Company, Genre Films, 20th Century Studios, Scott Free Productions",20220209,202202,2022
441,1230302,Madhan Ramu,127068796,21720150,5.8502724889100675,Thriller,DVV Project,20221021,202210,2022
442,937278,A Man Called Otto,108961677,50000000,2.17923354,Comedy,"Playtone, SF Studios, Artistic Films, Columbia Pictures, 2DUX², TSG Entertainment",20221228,202212,2022
442,937278,A Man Called Otto,108961677,50000000,2.17923354,Drama,"Playtone, SF Studios, Artistic Films, Columbia Pictures, 2DUX², TSG Entertainment",20221228,202212,2022
443,543504,Detective vs. Sleuths,105500000,0,,Action,Emperor Motion Pictures,20220708,202207,2022
443,543504,Detective vs. Sleuths,105500000,0,,Crime,Emperor Motion Pictures,20220708,202207,2022
443,543504,Detective vs. Sleuths,105500000,0,,Mystery,Emperor Motion Pictures,20220708,202207,2022
443,543504,Detective vs. Sleuths,105500000,0,,Thriller,Emperor Motion Pictures,20220708,202207,2022
444,616820,Halloween Ends,104374176,33000000,3.162853818181818,Horror,"Universal Pictures, Blumhouse Productions, Miramax, Rough House Pictures, Trancas International Films",20221012,202210,2022
444,616820,Halloween Ends,104374176,33000000,3.162853818181818,Thriller,"Universal Pictures, Blumhouse Productions, Miramax, Rough House Pictures, Trancas International Films",20221012,202210,2022
445,830784,"Lyle, Lyle, Crocodile",104088441,50000000,2.08176882,Comedy,"Eagle Pictures, Columbia Pictures",20221007,202210,2022
445,830784,"Lyle, Lyle, Crocodile",104088441,50000000,2.08176882,Family,"Eagle Pictures, Columbia Pictures",20221007,202210,2022
445,830784,"Lyle, Lyle, Crocodile",104088441,50000000,2.08176882,Music,"Eagle Pictures, Columbia Pictures",20221007,202210,2022
446,619803,The Roundup,101166707,7600000,13.311408815789473,Action,"BA Entertainment, Hong Film, Big Punch Pictures",20220518,202205,2022
446,619803,The Roundup,101166707,7600000,13.311408815789473,Crime,"BA Entertainment, Hong Film, Big Punch Pictures",20220518,202205,2022
446,619803,The Roundup,101166707,7600000,13.311408815789473,Thriller,"BA Entertainment, Hong Film, Big Punch Pictures",20220518,202205,2022
446,619803,The Roundup,101166707,7600000,13.311408815789473,Adventure,"BA Entertainment, Hong Film, Big Punch Pictures",20220518,202205,2022
447,518896,Warriors of Future,100730000,0,,Drama,"One Cool Films, Media Asia Films, World Universal Culture Limited, iQIYI Pictures, Tianjin Maoyan Media, CMC Pictures, Shenzhen Film Studio",20220805,202208,2022
447,518896,Warriors of Future,100730000,0,,Action,"One Cool Films, Media Asia Films, World Universal Culture Limited, iQIYI Pictures, Tianjin Maoyan Media, CMC Pictures, Shenzhen Film Studio",20220805,202208,2022
447,518896,Warriors of Future,100730000,0,,Science Fiction,"One Cool Films, Media Asia Films, World Universal Culture Limited, iQIYI Pictures, Tianjin Maoyan Media, CMC Pictures, Shenzhen Film Studio",20220805,202208,2022
448,724495,The Woman King,97300000,50000000,1.946,Action,"TriStar Pictures, JuVee Productions, Entertainment One, Welle Entertainment, TSG Entertainment II",20220916,202209,2022
448,724495,The Woman King,97300000,50000000,1.946,Drama,"TriStar Pictures, JuVee Productions, Entertainment One, Welle Entertainment, TSG Entertainment II",20220916,202209,2022
448,724495,The Woman King,97300000,50000000,1.946,History,"TriStar Pictures, JuVee Productions, Entertainment One, Welle Entertainment, TSG Entertainment II",20220916,202209,2022
449,820446,Downton Abbey: A New Era,92651384,40000000,2.3162846,Drama,"Carnival Films, Focus Features",20220427,202204,2022
449,820446,Downton Abbey: A New Era,92651384,40000000,2.3162846,Romance,"Carnival Films, Focus Features",20220427,202204,2022
450,346698,Barbie,1445638421,145000000,9.969920144827586,Comedy,"LuckyChap Entertainment, Heyday Films, NB/GG Pictures, Mattel, Warner Bros. Pictures",20230719,202307,2023
450,346698,Barbie,1445638421,145000000,9.969920144827586,Adventure,"LuckyChap Entertainment, Heyday Films, NB/GG Pictures, Mattel, Warner Bros. Pictures",20230719,202307,2023
451,502356,The Super Mario Bros. Movie,1362000000,100000000,13.62,Family,"Universal Pictures, Illumination, Nintendo",20230405,202304,2023
451,502356,The Super Mario Bros. Movie,1362000000,100000000,13.62,Fantasy,"Universal Pictures, Illumination, Nintendo",20230405,202304,2023
451,502356,The Super Mario Bros. Movie,1362000000,100000000,13.62,Comedy,"Universal Pictures, Illumination, Nintendo",20230405,202304,2023
451,502356,The Super Mario Bros. Movie,1362000000,100000000,13.62,Adventure,"Universal Pictures, Illumination, Nintendo",20230405,202304,2023
451,502356,The Super Mario Bros. Movie,1362000000,100000000,13.62,Animation,"Universal Pictures, Illumination, Nintendo",20230405,202304,2023
452,872585,Oppenheimer,952000000,100000000,9.52,Drama,"Syncopy, Universal Pictures, Atlas Entertainment, Breakheart Films, Peters Creek Entertainment",20230719,202307,2023
452,872585,Oppenheimer,952000000,100000000,9.52,History,"Syncopy, Universal Pictures, Atlas Entertainment, Breakheart Films, Peters Creek Entertainment",20230719,202307,2023
453,447365,Guardians of the Galaxy Vol. 3,845550000,250000000,3.3822,Science Fiction,"Marvel Studios, Kevin Feige Productions",20230503,202305,2023
453,447365,Guardians of the Galaxy Vol. 3,845550000,250000000,3.3822,Adventure,"Marvel Studios, Kevin Feige Productions",20230503,202305,2023
453,447365,Guardians of the Galaxy Vol. 3,845550000,250000000,3.3822,Action,"Marvel Studios, Kevin Feige Productions",20230503,202305,2023
453,447365,Guardians of the Galaxy Vol. 3,845550000,250000000,3.3822,Comedy,"Marvel Studios, Kevin Feige Productions",20230503,202305,2023
454,385687,Fast X,704709660,340000000,2.0726754705882353,Action,"Universal Pictures, Original Film, One Race, Perfect Storm Entertainment",20230517,202305,2023
454,385687,Fast X,704709660,340000000,2.0726754705882353,Crime,"Universal Pictures, Original Film, One Race, Perfect Storm Entertainment",20230517,202305,2023
454,385687,Fast X,704709660,340000000,2.0726754705882353,Thriller,"Universal Pictures, Original Film, One Race, Perfect Storm Entertainment",20230517,202305,2023
454,385687,Fast X,704709660,340000000,2.0726754705882353,Adventure,"Universal Pictures, Original Film, One Race, Perfect Storm Entertainment",20230517,202305,2023
454,385687,Fast X,704709660,340000000,2.0726754705882353,Mystery,"Universal Pictures, Original Film, One Race, Perfect Storm Entertainment",20230517,202305,2023
455,569094,Spider-Man: Across the Spider-Verse,690897910,100000000,6.9089791,Animation,"Columbia Pictures, Sony Pictures Animation, Lord Miller, Pascal Pictures, Arad Productions, Marvel Entertainment",20230531,202305,2023
455,569094,Spider-Man: Across the Spider-Verse,690897910,100000000,6.9089791,Action,"Columbia Pictures, Sony Pictures Animation, Lord Miller, Pascal Pictures, Arad Productions, Marvel Entertainment",20230531,202305,2023
455,569094,Spider-Man: Across the Spider-Verse,690897910,100000000,6.9089791,Adventure,"Columbia Pictures, Sony Pictures Animation, Lord Miller, Pascal Pictures, Arad Productions, Marvel Entertainment",20230531,202305,2023
455,569094,Spider-Man: Across the Spider-Verse,690897910,100000000,6.9089791,Science Fiction,"Columbia Pictures, Sony Pictures Animation, Lord Miller, Pascal Pictures, Arad Productions, Marvel Entertainment",20230531,202305,2023
456,1066298,Full River Red,673556758,0,,Mystery,"Huanxi Media Group, Edko Films, Emperor Motion Pictures",20230122,202301,2023
456,1066298,Full River Red,673556758,0,,Comedy,"Huanxi Media Group, Edko Films, Emperor Motion Pictures",20230122,202301,2023
456,1066298,Full River Red,673556758,0,,Thriller,"Huanxi Media Group, Edko Films, Emperor Motion Pictures",20230122,202301,2023
456,1066298,Full River Red,673556758,0,,History,"Huanxi Media Group, Edko Films, Emperor Motion Pictures",20230122,202301,2023
457,787699,Wonka,634502312,125000000,5.076018496,Comedy,"Warner Bros. Pictures, Village Roadshow Pictures, The Roald Dahl Story Company, Heyday Films, Domain Entertainment",20231206,202312,2023
457,787699,Wonka,634502312,125000000,5.076018496,Family,"Warner Bros. Pictures, Village Roadshow Pictures, The Roald Dahl Story Company, Heyday Films, Domain Entertainment",20231206,202312,2023
457,787699,Wonka,634502312,125000000,5.076018496,Fantasy,"Warner Bros. Pictures, Village Roadshow Pictures, The Roald Dahl Story Company, Heyday Films, Domain Entertainment",20231206,202312,2023
458,575264,Mission: Impossible - Dead Reckoning Part One,571125435,291000000,1.9626303608247422,Action,"Paramount Pictures, Skydance Media, TC Productions",20230708,202307,2023
458,575264,Mission: Impossible - Dead Reckoning Part One,571125435,291000000,1.9626303608247422,Adventure,"Paramount Pictures, Skydance Media, TC Productions",20230708,202307,2023
458,575264,Mission: Impossible - Dead Reckoning Part One,571125435,291000000,1.9626303608247422,Thriller,"Paramount Pictures, Skydance Media, TC Productions",20230708,202307,2023
459,447277,The Little Mermaid,569626289,297000000,1.917933632996633,Adventure,"Walt Disney Pictures, Lucamar Productions, Marc Platt Productions",20230518,202305,2023
459,447277,The Little Mermaid,569626289,297000000,1.917933632996633,Family,"Walt Disney Pictures, Lucamar Productions, Marc Platt Productions",20230518,202305,2023
459,447277,The Little Mermaid,569626289,297000000,1.917933632996633,Fantasy,"Walt Disney Pictures, Lucamar Productions, Marc Platt Productions",20230518,202305,2023
459,447277,The Little Mermaid,569626289,297000000,1.917933632996633,Romance,"Walt Disney Pictures, Lucamar Productions, Marc Platt Productions",20230518,202305,2023
460,960876,Dunki,501000000,239000000,2.096234309623431,Adventure,"Red Chillies Entertainment, Rajkumar Hirani Films, Jio Studios",20231221,202312,2023
460,960876,Dunki,501000000,239000000,2.096234309623431,Comedy,"Red Chillies Entertainment, Rajkumar Hirani Films, Jio Studios",20231221,202312,2023
460,960876,Dunki,501000000,239000000,2.096234309623431,Drama,"Red Chillies Entertainment, Rajkumar Hirani Films, Jio Studios",20231221,202312,2023
461,976573,Elemental,496444308,200000000,2.48222154,Family,Pixar,20230614,202306,2023
461,976573,Elemental,496444308,200000000,2.48222154,Fantasy,Pixar,20230614,202306,2023
461,976573,Elemental,496444308,200000000,2.48222154,Comedy,Pixar,20230614,202306,2023
461,976573,Elemental,496444308,200000000,2.48222154,Romance,Pixar,20230614,202306,2023
461,976573,Elemental,496444308,200000000,2.48222154,Animation,Pixar,20230614,202306,2023
462,640146,Ant-Man and the Wasp: Quantumania,476071180,200000000,2.3803559,Action,"Marvel Studios, Kevin Feige Productions",20230215,202302,2023
462,640146,Ant-Man and the Wasp: Quantumania,476071180,200000000,2.3803559,Adventure,"Marvel Studios, Kevin Feige Productions",20230215,202302,2023
462,640146,Ant-Man and the Wasp: Quantumania,476071180,200000000,2.3803559,Science Fiction,"Marvel Studios, Kevin Feige Productions",20230215,202302,2023
463,667538,Transformers: Rise of the Beasts,441381193,195000000,2.2634932974358972,Science Fiction,"Skydance Media, Paramount Pictures, di Bonaventura Pictures, Bay Films, New Republic Pictures, DeSanto/Murphy Productions, Hasbro",20230606,202306,2023
463,667538,Transformers: Rise of the Beasts,441381193,195000000,2.2634932974358972,Adventure,"Skydance Media, Paramount Pictures, di Bonaventura Pictures, Bay Films, New Republic Pictures, DeSanto/Murphy Productions, Hasbro",20230606,202306,2023
463,667538,Transformers: Rise of the Beasts,441381193,195000000,2.2634932974358972,Action,"Skydance Media, Paramount Pictures, di Bonaventura Pictures, Bay Films, New Republic Pictures, DeSanto/Murphy Productions, Hasbro",20230606,202306,2023
464,572802,Aquaman and the Lost Kingdom,440181226,205000000,2.1472254926829266,Action,"Warner Bros. Pictures, The Safran Company, Atomic Monster, DC Films, Domain Entertainment",20231220,202312,2023
464,572802,Aquaman and the Lost Kingdom,440181226,205000000,2.1472254926829266,Adventure,"Warner Bros. Pictures, The Safran Company, Atomic Monster, DC Films, Domain Entertainment",20231220,202312,2023
464,572802,Aquaman and the Lost Kingdom,440181226,205000000,2.1472254926829266,Fantasy,"Warner Bros. Pictures, The Safran Company, Atomic Monster, DC Films, Domain Entertainment",20231220,202312,2023
465,603692,John Wick: Chapter 4,440157245,100000000,4.40157245,Action,"Thunder Road, 87Eleven, Studio Babelsberg, Lionsgate",20230322,202303,2023
465,603692,John Wick: Chapter 4,440157245,100000000,4.40157245,Thriller,"Thunder Road, 87Eleven, Studio Babelsberg, Lionsgate",20230322,202303,2023
465,603692,John Wick: Chapter 4,440157245,100000000,4.40157245,Crime,"Thunder Road, 87Eleven, Studio Babelsberg, Lionsgate",20230322,202303,2023
466,594767,Shazam! Fury of the Gods,134221819,110000000,1.2201983545454544,Comedy,"New Line Cinema, The Safran Company, DC Films",20230315,202303,2023
466,594767,Shazam! Fury of the Gods,134221819,110000000,1.2201983545454544,Action,"New Line Cinema, The Safran Company, DC Films",20230315,202303,2023
466,594767,Shazam! Fury of the Gods,134221819,110000000,1.2201983545454544,Fantasy,"New Line Cinema, The Safran Company, DC Films",20230315,202303,2023
